truck,fromid,toid,fee,gross,net,scenorio
11t,34,85,0,0.765623997,0.544866809,S1-3
11t,34,85,0,0.697460237,0.5116389,S1-3
11t,34,85,0,0.662417571,0.470462404,S1-3
11t,34,85,0,0.664021441,0.428810571,S1-3
11t,34,85,0,0.664150814,0.466964687,S1-3
11t,34,85,0,0.64633616,0.459498558,S1-3
11t,34,85,0,0.635559606,0.468420833,S1-3
11t,34,85,0,0.655383043,0.464808615,S1-3
11t,34,85,0,0.653271364,0.411298036,S1-3
11t,34,85,0,0.685351436,0.441380962,S1-3
11t,34,85,0,0.649350096,0.419753565,S1-3
11t,34,85,0,0.678470266,0.442320417,S1-3
11t,34,85,0,0.700456719,0.439647063,S1-3
11t,34,85,0,0.646804814,0.448413235,S1-3
11t,34,85,0,0.625574048,0.455995785,S1-3
11t,34,85,0,0.648840114,0.466408089,S1-3
11t,34,85,0,0.712117552,0.474957815,S1-3
11t,34,85,0,0.684037058,0.474385384,S1-3
11t,34,85,0,0.675396065,0.430465631,S1-3
11t,34,85,0,0.692952562,0.451910564,S1-3
11t,34,85,0,0.706756156,0.43470813,S1-3
11t,34,85,0,0.626635536,0.401415557,S1-3
11t,34,85,0,0.646612264,0.434362733,S1-3
11t,34,85,0,0.652581694,0.467482876,S1-3
11t,34,85,0,0.710388616,0.559996069,S1-3
5t,34,85,0,0.23721566,0.214408823,S1-3
11t,34,85,0,0.663380297,0.482351333,S1-3
11t,34,85,0,0.692126137,0.539417418,S1-3
11t,34,85,0,0.662165923,0.534034109,S1-3
11t,34,85,0,0.630078538,0.495141323,S1-3
11t,34,85,0,0.658304588,0.544651221,S1-3
11t,34,85,0,0.667293155,0.558792535,S1-3
11t,34,85,0,0.63729522,0.470949979,S1-3
11t,34,85,0,0.670985365,0.467559173,S1-3
11t,34,85,0,0.686737275,0.508159912,S1-3
11t,34,85,0,0.611338857,0.419289097,S1-3
11t,34,85,0,0.639868624,0.474483081,S1-3
11t,34,85,0,0.660617756,0.391609838,S1-3
11t,34,85,0,0.651469193,0.469793724,S1-3
11t,34,85,0,0.643903455,0.550977077,S1-3
11t,34,85,0,0.669563411,0.528191558,S1-3
11t,34,85,0,0.65686155,0.457185671,S1-3
11t,34,85,0,0.704483083,0.452752023,S1-3
11t,34,85,0,0.636927761,0.405015285,S1-3
11t,34,85,0,0.669041303,0.398951917,S1-3
11t,34,85,0,0.729390499,0.454137173,S1-3
11t,34,85,0,0.650147696,0.401487494,S1-3
11t,34,85,0,0.664751204,0.426192786,S1-3
11t,34,85,0,0.665222749,0.474708383,S1-3
11t,34,85,0,0.673605463,0.450911175,S1-3
11t,34,85,0,0.670587889,0.471028864,S1-3
11t,34,85,0,0.67960956,0.498537848,S1-3
11t,34,85,0,0.654582879,0.467645873,S1-3
11t,34,85,0,0.648968185,0.493373776,S1-3
11t,34,85,0,0.6493172,0.449832549,S1-3
11t,34,85,0,0.713611975,0.485505306,S1-3
11t,34,85,0,0.626758012,0.454012242,S1-3
11t,34,85,0,0.674691029,0.417476005,S1-3
11t,34,85,0,0.66559858,0.393325301,S1-3
11t,34,85,0,0.344169786,0.210243491,S1-3
11t,34,85,0,0.700989644,0.519868162,S1-3
11t,34,85,0,0.654546314,0.543697522,S1-3
11t,34,85,0,0.660015968,0.546091579,S1-3
11t,34,85,0,0.663190744,0.523876112,S1-3
11t,34,85,0,0.693942905,0.535861082,S1-3
11t,34,85,0,0.654087917,0.506418751,S1-3
11t,34,85,0,0.691925466,0.545101356,S1-3
11t,34,85,0,0.635636795,0.473855047,S1-3
11t,34,85,0,0.670294562,0.481517896,S1-3
11t,34,85,0,0.665238877,0.458531514,S1-3
11t,34,85,0,0.648330242,0.397076609,S1-3
11t,34,85,0,0.647983303,0.48526645,S1-3
11t,34,85,0,0.638543196,0.417506238,S1-3
11t,34,85,0,0.676112098,0.49576825,S1-3
11t,34,85,0,0.66412617,0.50201377,S1-3
11t,34,85,0,0.715380433,0.502245403,S1-3
11t,34,85,0,0.62570531,0.411483991,S1-3
11t,34,85,0,0.683367995,0.438652433,S1-3
11t,34,85,0,0.656020215,0.425828023,S1-3
11t,34,85,0,0.731946278,0.486480226,S1-3
11t,34,85,0,0.665379925,0.445852057,S1-3
11t,34,85,0,0.627642154,0.456224143,S1-3
11t,34,85,0,0.652099701,0.466984541,S1-3
11t,34,85,0,0.665073764,0.469333626,S1-3
11t,34,85,0,0.716788105,0.501842233,S1-3
11t,34,85,0,0.671371893,0.471565109,S1-3
11t,34,85,0,0.690369056,0.478307328,S1-3
11t,34,85,0,0.624452105,0.365310426,S1-3
11t,34,85,0,0.70233191,0.485395059,S1-3
11t,34,85,0,0.663978527,0.462747825,S1-3
11t,34,85,0,0.692531975,0.487539385,S1-3
11t,34,85,0,0.656784505,0.442322636,S1-3
11t,34,85,0,0.635914122,0.454892801,S1-3
11t,34,85,0,0.656543161,0.44903161,S1-3
11t,34,85,0,0.642984989,0.423558604,S1-3
11t,34,85,0,0.657593278,0.42077879,S1-3
11t,34,85,0,0.717750272,0.490669912,S1-3
11t,34,85,0,0.683155716,0.45697798,S1-3
11t,34,85,0,0.665407658,0.455164953,S1-3
11t,34,85,0,0.249241393,0.197329594,S1-3
11t,34,85,0,0.709264159,0.499382189,S1-3
11t,34,85,0,0.672958928,0.547183805,S1-3
11t,34,85,0,0.687037191,0.545819435,S1-3
11t,34,85,0,0.642279437,0.476126717,S1-3
11t,34,85,0,0.65777468,0.515792117,S1-3
11t,34,85,0,0.689887116,0.519557727,S1-3
11t,34,85,0,0.676461577,0.534210494,S1-3
11t,34,85,0,0.720966099,0.554602037,S1-3
11t,34,85,0,0.673181127,0.509410919,S1-3
11t,34,85,0,0.666384858,0.437400337,S1-3
11t,34,85,0,0.654778053,0.427391873,S1-3
11t,34,85,0,0.625362594,0.403936487,S1-3
11t,34,85,0,0.665880138,0.475105338,S1-3
11t,34,85,0,0.699357927,0.546036743,S1-3
11t,34,85,0,0.686106017,0.525052934,S1-3
11t,34,85,0,0.661807554,0.456542387,S1-3
11t,34,85,0,0.630889245,0.420240824,S1-3
11t,34,85,0,0.645563155,0.504351525,S1-3
11t,34,85,0,0.676857007,0.510689371,S1-3
11t,34,85,0,0.67336249,0.478482107,S1-3
11t,34,85,0,0.665377444,0.449888625,S1-3
11t,34,85,0,0.637310585,0.428062619,S1-3
11t,34,85,0,0.679107413,0.454379299,S1-3
11t,34,85,0,0.678700972,0.485181008,S1-3
11t,34,85,0,0.642280065,0.442676033,S1-3
11t,34,85,0,0.690473926,0.491961552,S1-3
11t,34,85,0,0.64839482,0.45686051,S1-3
11t,34,85,0,0.667685721,0.484572832,S1-3
11t,34,85,0,0.663657518,0.465438165,S1-3
11t,34,85,0,0.630373303,0.448210419,S1-3
11t,34,85,0,0.668185872,0.473315549,S1-3
11t,34,85,0,0.67248767,0.454421531,S1-3
11t,34,85,0,0.657885167,0.421704835,S1-3
11t,34,85,0,0.678816314,0.427810725,S1-3
11t,34,85,0,0.702872364,0.462866589,S1-3
11t,34,85,0,0.701187148,0.432564888,S1-3
11t,34,85,0,0.644120129,0.400405556,S1-3
11t,34,85,0,0.661435872,0.407203598,S1-3
11t,34,85,0,0.728888133,0.464422551,S1-3
11t,34,85,0,0.699493452,0.467548365,S1-3
11t,34,85,0,0.648034283,0.43809234,S1-3
11t,34,85,0,0.709639357,0.501505802,S1-3
11t,34,85,0,0.646951425,0.459106415,S1-3
11t,34,85,0,0.667423,0.421447851,S1-3
11t,34,85,0,0.648129802,0.416759316,S1-3
11t,34,85,0,0.685986648,0.47391596,S1-3
11t,34,85,0,0.698830447,0.539223622,S1-3
11t,34,85,0,0.712324753,0.550615762,S1-3
11t,34,85,0,0.624759479,0.448168996,S1-3
11t,34,85,0,0.6540043,0.459427648,S1-3
11t,34,85,0,0.629748897,0.358105356,S1-3
5t,34,85,0,0.111000687,0.05328421,S1-3
11t,34,85,0,0.699907965,0.47828471,S1-3
11t,34,85,0,0.613774527,0.392213051,S1-3
11t,34,85,0,0.667699689,0.421506211,S1-3
11t,34,85,0,0.647610603,0.408961437,S1-3
11t,34,85,0,0.693984168,0.415561419,S1-3
11t,34,85,0,0.664419603,0.517307537,S1-3
11t,34,85,0,0.670010241,0.520440957,S1-3
11t,34,85,0,0.644278398,0.461138473,S1-3
11t,34,85,0,0.633606538,0.478907874,S1-3
11t,34,85,0,0.677534208,0.50207078,S1-3
11t,34,85,0,0.714446108,0.538909393,S1-3
11t,34,85,0,0.6100668,0.445143604,S1-3
11t,34,85,0,0.636451141,0.469143873,S1-3
11t,34,85,0,0.670633939,0.501207387,S1-3
11t,34,85,0,0.678694493,0.479153007,S1-3
11t,34,85,0,0.662860492,0.418679436,S1-3
11t,34,85,0,0.661294598,0.523261928,S1-3
11t,34,85,0,0.676018851,0.510131417,S1-3
11t,34,85,0,0.636853653,0.476451734,S1-3
11t,34,85,0,0.699732802,0.523031901,S1-3
11t,34,85,0,0.616027754,0.451408324,S1-3
11t,34,85,0,0.701085226,0.50329252,S1-3
11t,34,85,0,0.634028954,0.447499386,S1-3
11t,34,85,0,0.672139268,0.468386021,S1-3
11t,34,85,0,0.663821871,0.445614427,S1-3
11t,34,85,0,0.734935149,0.511216975,S1-3
11t,34,85,0,0.716770046,0.492059374,S1-3
11t,34,85,0,0.65325058,0.478485391,S1-3
11t,34,85,0,0.608769405,0.433633652,S1-3
11t,34,85,0,0.654130741,0.491067006,S1-3
11t,34,85,0,0.709332974,0.465682182,S1-3
11t,34,85,0,0.651660861,0.460233019,S1-3
11t,34,85,0,0.681957336,0.466650075,S1-3
11t,34,85,0,0.646980479,0.440935851,S1-3
11t,34,85,0,0.646613354,0.428699745,S1-3
11t,34,85,0,0.657407935,0.443115603,S1-3
11t,34,85,0,0.605479117,0.40116862,S1-3
11t,34,85,0,0.689317855,0.472633749,S1-3
11t,34,85,0,0.650038206,0.438718352,S1-3
11t,34,85,0,0.683359364,0.45253707,S1-3
11t,34,85,0,0.625082987,0.389119264,S1-3
11t,34,85,0,0.682317124,0.434010845,S1-3
11t,34,85,0,0.672274962,0.468915168,S1-3
11t,34,85,0,0.61495699,0.424955953,S1-3
11t,34,85,0,0.701048939,0.467299209,S1-3
11t,34,85,0,0.632244033,0.438134909,S1-3
11t,34,85,0,0.335333498,0.259940638,S1-3
11t,34,85,0,0.643533782,0.420021639,S1-3
11t,34,85,0,0.618832876,0.460175581,S1-3
11t,34,85,0,0.648661343,0.473768955,S1-3
11t,34,85,0,0.681333094,0.509590724,S1-3
11t,34,85,0,0.673270715,0.515482806,S1-3
11t,34,85,0,0.639183249,0.42752361,S1-3
11t,34,85,0,0.656773947,0.499147882,S1-3
11t,34,85,0,0.628697699,0.499882714,S1-3
11t,34,85,0,0.65841304,0.472172836,S1-3
11t,34,85,0,0.65442249,0.477533099,S1-3
11t,34,85,0,0.666378777,0.497029139,S1-3
11t,34,85,0,0.654414273,0.441834172,S1-3
11t,34,85,0,0.655956184,0.426035408,S1-3
11t,34,85,0,0.686075858,0.527649901,S1-3
11t,34,85,0,0.668281632,0.497523598,S1-3
11t,34,85,0,0.635341719,0.451720812,S1-3
11t,34,85,0,0.668339433,0.40076678,S1-3
11t,34,85,0,0.676537801,0.517462108,S1-3
11t,34,85,0,0.656131653,0.538340641,S1-3
11t,34,85,0,0.692342316,0.515088692,S1-3
11t,34,85,0,0.729482895,0.531412318,S1-3
11t,34,85,0,0.67627329,0.504717339,S1-3
11t,34,85,0,0.63923329,0.490424577,S1-3
11t,34,85,0,0.643704206,0.470193811,S1-3
11t,34,85,0,0.614870588,0.417594272,S1-3
11t,34,85,0,0.696364087,0.476014554,S1-3
11t,34,85,0,0.686638391,0.43053316,S1-3
11t,34,85,0,0.656737213,0.400880025,S1-3
11t,34,85,0,0.624674944,0.441673897,S1-3
11t,34,85,0,0.667656011,0.460401853,S1-3
11t,34,85,0,0.686605099,0.486879875,S1-3
11t,34,85,0,0.644580949,0.452525914,S1-3
11t,34,85,0,0.621139884,0.45394448,S1-3
11t,34,85,0,0.658954238,0.487356343,S1-3
11t,34,85,0,0.687479636,0.500197716,S1-3
11t,34,85,0,0.702333889,0.520090308,S1-3
11t,34,85,0,0.689406319,0.493590522,S1-3
11t,34,85,0,0.620785337,0.433527803,S1-3
11t,34,85,0,0.608178243,0.424758862,S1-3
11t,34,85,0,0.650345711,0.46606858,S1-3
11t,34,85,0,0.635396997,0.463648625,S1-3
11t,34,85,0,0.677764383,0.472558499,S1-3
11t,34,85,0,0.636233985,0.403297831,S1-3
11t,34,85,0,0.676028198,0.425281263,S1-3
11t,34,85,0,0.680940119,0.419077178,S1-3
11t,34,85,0,0.666299343,0.389744392,S1-3
11t,34,85,0,0.683814789,0.38389106,S1-3
5t,34,85,0,0.22619033,0.157299919,S1-3
11t,34,85,0,0.677315717,0.446173942,S1-3
11t,34,85,0,0.678850731,0.502428323,S1-3
11t,34,85,0,0.648455271,0.479835802,S1-3
11t,34,85,0,0.652472136,0.460458689,S1-3
11t,34,85,0,0.666462199,0.500232548,S1-3
11t,34,85,0,0.618716884,0.458573449,S1-3
11t,34,85,0,0.679368659,0.509094939,S1-3
11t,34,85,0,0.693894208,0.507514193,S1-3
11t,34,85,0,0.638052843,0.463753249,S1-3
11t,34,85,0,0.728767024,0.521279814,S1-3
11t,34,85,0,0.646671004,0.501411892,S1-3
11t,34,85,0,0.703594144,0.452925457,S1-3
11t,34,85,0,0.656195146,0.473497285,S1-3
11t,34,85,0,0.619890138,0.488205377,S1-3
11t,34,85,0,0.648817286,0.469557262,S1-3
11t,34,85,0,0.66102692,0.403764883,S1-3
11t,34,85,0,0.626165468,0.428859209,S1-3
11t,34,85,0,0.676518798,0.479684503,S1-3
11t,34,85,0,0.65687634,0.461992894,S1-3
11t,34,85,0,0.665624432,0.501106568,S1-3
11t,34,85,0,0.656919382,0.451358119,S1-3
11t,34,85,0,0.675883447,0.471288299,S1-3
11t,34,85,0,0.729063867,0.442618127,S1-3
11t,34,85,0,0.640844641,0.387464471,S1-3
11t,34,85,0,0.682250064,0.444002652,S1-3
11t,34,85,0,0.636764949,0.441019739,S1-3
11t,34,85,0,0.695104589,0.463725558,S1-3
11t,34,85,0,0.656092854,0.417231356,S1-3
11t,34,85,0,0.635813303,0.45532375,S1-3
11t,34,85,0,0.69977562,0.472724734,S1-3
11t,34,85,0,0.644140687,0.435834919,S1-3
11t,34,85,0,0.718859282,0.507935282,S1-3
11t,34,85,0,0.674369989,0.484074139,S1-3
11t,34,85,0,0.65073913,0.453920523,S1-3
11t,34,85,0,0.633216303,0.458067571,S1-3
11t,34,85,0,0.692839943,0.500894009,S1-3
11t,34,85,0,0.666477187,0.482200235,S1-3
11t,34,85,0,0.617857937,0.44130424,S1-3
11t,34,85,0,0.681974232,0.489521774,S1-3
11t,34,85,0,0.654985878,0.529646142,S1-3
11t,34,85,0,0.672596379,0.493504581,S1-3
11t,34,85,0,0.64491212,0.472231407,S1-3
11t,34,85,0,0.695870328,0.451885425,S1-3
11t,34,85,0,0.714192529,0.436406411,S1-3
11t,34,85,0,0.64431945,0.431186241,S1-3
11t,34,85,0,0.345296685,0.222156335,S1-3
11t,34,85,0,0.620788011,0.429267377,S1-3
11t,34,85,0,0.68445867,0.526292203,S1-3
11t,34,85,0,0.656239445,0.487213123,S1-3
11t,34,85,0,0.646983111,0.460917615,S1-3
11t,34,85,0,0.653988608,0.493309728,S1-3
11t,34,85,0,0.648066133,0.478829386,S1-3
11t,34,85,0,0.635427232,0.474404366,S1-3
11t,34,85,0,0.641784162,0.48716982,S1-3
11t,34,85,0,0.697102484,0.480705007,S1-3
11t,34,85,0,0.640836949,0.447691048,S1-3
11t,34,85,0,0.654299419,0.459240975,S1-3
11t,34,85,0,0.653667169,0.444194483,S1-3
11t,34,85,0,0.633303669,0.474749296,S1-3
11t,34,85,0,0.646951685,0.444549931,S1-3
11t,34,85,0,0.683395732,0.440318452,S1-3
11t,34,85,0,0.650455905,0.450831255,S1-3
11t,34,85,0,0.637295592,0.44122068,S1-3
11t,34,85,0,0.686503516,0.529966318,S1-3
11t,34,85,0,0.639902662,0.476347718,S1-3
11t,34,85,0,0.675282177,0.497245432,S1-3
11t,34,85,0,0.654241016,0.505801765,S1-3
11t,34,85,0,0.644154184,0.461792873,S1-3
11t,34,85,0,0.619091958,0.434403994,S1-3
11t,34,85,0,0.676853862,0.485718378,S1-3
11t,34,85,0,0.659115564,0.454007355,S1-3
11t,34,85,0,0.658902997,0.442050474,S1-3
11t,34,85,0,0.623597612,0.439984153,S1-3
11t,34,85,0,0.664641686,0.465398009,S1-3
11t,34,85,0,0.72043872,0.489493681,S1-3
11t,34,85,0,0.661508004,0.441054158,S1-3
11t,34,85,0,0.709287681,0.49813333,S1-3
11t,34,85,0,0.636678611,0.462844458,S1-3
11t,34,85,0,0.650862647,0.462422817,S1-3
11t,34,85,0,0.649401041,0.474545666,S1-3
11t,34,85,0,0.664636741,0.488371574,S1-3
11t,34,85,0,0.700735282,0.484705752,S1-3
11t,34,85,0,0.742403001,0.505533859,S1-3
11t,34,85,0,0.655138098,0.43607998,S1-3
11t,34,85,0,0.707829054,0.483365574,S1-3
11t,34,85,0,0.660653189,0.424515193,S1-3
11t,34,85,0,0.291670479,0.160014836,S1-3
11t,34,85,0,0.664464716,0.454353191,S1-3
11t,34,85,0,0.652648971,0.483664226,S1-3
11t,34,85,0,0.657828882,0.495728478,S1-3
11t,34,85,0,0.65708962,0.496523533,S1-3
11t,34,85,0,0.675279323,0.496930731,S1-3
11t,34,85,0,0.670008465,0.506715725,S1-3
11t,34,85,0,0.677318246,0.557042416,S1-3
11t,34,85,0,0.651371511,0.472334644,S1-3
11t,34,85,0,0.665357212,0.463215049,S1-3
11t,34,85,0,0.6668409,0.507294116,S1-3
11t,34,85,0,0.636227495,0.433187371,S1-3
11t,34,85,0,0.647919486,0.431322308,S1-3
11t,34,85,0,0.672061264,0.484331742,S1-3
11t,34,85,0,0.621634048,0.520552097,S1-3
11t,34,85,0,0.666051028,0.494417926,S1-3
11t,34,85,0,0.692913937,0.479129928,S1-3
11t,34,85,0,0.729838112,0.508863339,S1-3
11t,34,85,0,0.651808942,0.434366198,S1-3
11t,34,85,0,0.671161496,0.488304503,S1-3
11t,34,85,0,0.657206841,0.483072966,S1-3
11t,34,85,0,0.691738274,0.487727385,S1-3
11t,34,85,0,0.644584738,0.425891463,S1-3
11t,34,85,0,0.67341292,0.449334681,S1-3
11t,34,85,0,0.685083997,0.477230196,S1-3
11t,34,85,0,0.669660254,0.437247401,S1-3
11t,34,85,0,0.666551101,0.458917888,S1-3
11t,34,85,0,0.658670405,0.461817265,S1-3
11t,34,85,0,0.674192667,0.467780985,S1-3
11t,34,85,0,0.661971711,0.487480208,S1-3
11t,34,85,0,0.670071102,0.459331184,S1-3
11t,34,85,0,0.608717008,0.40939372,S1-3
11t,34,85,0,0.711813511,0.516981619,S1-3
11t,34,85,0,0.654265396,0.442918233,S1-3
11t,34,85,0,0.574587379,0.3829563,S1-3
11t,34,85,0,0.640845606,0.476077203,S1-3
11t,34,85,0,0.653477818,0.502830175,S1-3
11t,34,85,0,0.602188271,0.468636472,S1-3
11t,34,85,0,0.669997716,0.520535394,S1-3
11t,34,85,0,0.663485931,0.517008794,S1-3
11t,34,85,0,0.683494875,0.495637574,S1-3
11t,34,85,0,0.731244163,0.553359727,S1-3
11t,34,85,0,0.642084383,0.502041432,S1-3
11t,34,85,0,0.62792594,0.470758721,S1-3
11t,34,85,0,0.654457806,0.481971574,S1-3
11t,34,85,0,0.686892728,0.517137921,S1-3
11t,34,85,0,0.640699775,0.431693197,S1-3
11t,34,85,0,0.699043222,0.521029678,S1-3
11t,34,85,0,0.679368106,0.481161682,S1-3
11t,34,85,0,0.714957884,0.486871959,S1-3
11t,34,85,0,0.642289353,0.469738568,S1-3
11t,34,85,0,0.694933868,0.53480649,S1-3
11t,34,85,0,0.668544751,0.43724826,S1-3
11t,34,85,0,0.681247565,0.478674446,S1-3
11t,34,85,0,0.695535156,0.475929568,S1-3
11t,34,85,0,0.619798522,0.412385742,S1-3
11t,34,85,0,0.635321958,0.43696692,S1-3
11t,34,85,0,0.706340603,0.493266433,S1-3
11t,34,85,0,0.662437787,0.457280588,S1-3
11t,34,85,0,0.628210503,0.458384559,S1-3
11t,34,85,0,0.672540895,0.481885626,S1-3
11t,34,85,0,0.70984146,0.51780387,S1-3
11t,34,85,0,0.634946602,0.437193191,S1-3
11t,34,85,0,0.631969768,0.44298679,S1-3
11t,34,85,0,0.645666157,0.427925499,S1-3
11t,34,85,0,0.656794928,0.46489254,S1-3
11t,34,85,0,0.696585351,0.490190792,S1-3
11t,34,85,0,0.655581479,0.47404229,S1-3
11t,34,85,0,0.679771571,0.47535677,S1-3
11t,34,85,0,0.657720763,0.454652789,S1-3
11t,34,85,0,0.649511194,0.460547404,S1-3
11t,34,85,0,0.676392405,0.483955209,S1-3
11t,34,85,0,0.662025915,0.438736812,S1-3
11t,34,85,0,0.654245513,0.442575319,S1-3
11t,34,85,0,0.688619209,0.495709235,S1-3
11t,34,85,0,0.660757823,0.483317979,S1-3
11t,34,85,0,0.718227569,0.501472253,S1-3
11t,34,85,0,0.561112189,0.325967436,S1-3
11t,34,85,0,0.666528059,0.489153776,S1-3
11t,34,85,0,0.64457459,0.467399523,S1-3
11t,34,85,0,0.651452379,0.469975814,S1-3
11t,34,85,0,0.644499037,0.445723922,S1-3
11t,34,85,0,0.675577613,0.484571394,S1-3
11t,34,85,0,0.64442854,0.458433414,S1-3
11t,34,85,0,0.685866347,0.565051574,S1-3
11t,34,85,0,0.701390355,0.54037653,S1-3
11t,34,85,0,0.688063912,0.519998547,S1-3
11t,34,85,0,0.6839227,0.489347874,S1-3
11t,34,85,0,0.674735326,0.485139241,S1-3
11t,34,85,0,0.643565475,0.485664941,S1-3
11t,34,85,0,0.647931634,0.46476141,S1-3
11t,34,85,0,0.643290433,0.49257903,S1-3
11t,34,85,0,0.644379318,0.527821846,S1-3
11t,34,85,0,0.613721211,0.462359482,S1-3
11t,34,85,0,0.722696303,0.55971123,S1-3
11t,34,85,0,0.614807425,0.424875773,S1-3
11t,34,85,0,0.663768688,0.479870157,S1-3
11t,34,85,0,0.678457682,0.576628125,S1-3
11t,34,85,0,0.661702746,0.48333648,S1-3
11t,34,85,0,0.617828264,0.41408511,S1-3
11t,34,85,0,0.66148757,0.434265229,S1-3
11t,34,85,0,0.66939594,0.437098813,S1-3
11t,34,85,0,0.696822271,0.504450745,S1-3
11t,34,85,0,0.706398982,0.481318887,S1-3
11t,34,85,0,0.698224466,0.468162736,S1-3
11t,34,85,0,0.654249027,0.417929896,S1-3
11t,34,85,0,0.717014,0.472342013,S1-3
11t,34,85,0,0.684157834,0.449754037,S1-3
11t,34,85,0,0.597483777,0.420471283,S1-3
11t,34,85,0,0.643584527,0.444336607,S1-3
11t,34,85,0,0.710281872,0.503759285,S1-3
11t,34,85,0,0.714297462,0.529205063,S1-3
11t,34,85,0,0.654587302,0.461047208,S1-3
11t,34,85,0,0.66341361,0.51457079,S1-3
11t,34,85,0,0.682162259,0.523306686,S1-3
11t,34,85,0,0.688522464,0.444889963,S1-3
11t,34,85,0,0.669142712,0.426456591,S1-3
11t,34,85,0,0.636599948,0.404883488,S1-3
11t,34,85,0,0.695725413,0.491205531,S1-3
11t,34,85,0,0.673908282,0.490569521,S1-3
11t,34,85,0,0.653296208,0.470142895,S1-3
11t,34,85,0,0.685829823,0.488286862,S1-3
11t,34,85,0,0.592187431,0.421929801,S1-3
11t,34,85,0,0.677301556,0.497029081,S1-3
11t,34,85,0,0.662182339,0.473761656,S1-3
11t,34,85,0,0.652232299,0.446493793,S1-3
11t,34,85,0,0.675820062,0.462077357,S1-3
11t,34,85,0,0.6234885,0.469082163,S1-3
11t,34,85,0,0.67652969,0.518405812,S1-3
11t,34,85,0,0.692839927,0.547119101,S1-3
11t,34,85,0,0.658454203,0.474447458,S1-3
1t,34,85,0,0.179237788,0.167499478,S1-3
11t,34,85,0,0.668571502,0.54436655,S1-3
11t,34,85,0,0.671732648,0.478329934,S1-3
11t,34,85,0,0.701553596,0.506538851,S1-3
11t,34,85,0,0.650024014,0.4861391,S1-3
11t,34,85,0,0.705250249,0.512217106,S1-3
11t,34,85,0,0.665650132,0.497773751,S1-3
11t,34,85,0,0.632338921,0.456704792,S1-3
11t,34,85,0,0.638045682,0.508792785,S1-3
11t,34,85,0,0.710812044,0.557087543,S1-3
11t,34,85,0,0.678422715,0.487552382,S1-3
11t,34,85,0,0.645836802,0.463101271,S1-3
11t,34,85,0,0.713991746,0.517928228,S1-3
11t,34,85,0,0.658026914,0.496641186,S1-3
11t,34,85,0,0.641700121,0.465968213,S1-3
11t,34,85,0,0.623218937,0.47814429,S1-3
11t,34,85,0,0.653271962,0.506873885,S1-3
11t,34,85,0,0.692660151,0.485669162,S1-3
11t,34,85,0,0.674735977,0.436615218,S1-3
11t,34,85,0,0.660610424,0.534977734,S1-3
11t,34,85,0,0.639899892,0.510850465,S1-3
11t,34,85,0,0.626083494,0.435050071,S1-3
11t,34,85,0,0.683659867,0.475052924,S1-3
11t,34,85,0,0.639481849,0.457565585,S1-3
11t,34,85,0,0.665348773,0.441440874,S1-3
11t,34,85,0,0.630144453,0.44985423,S1-3
11t,34,85,0,0.741888976,0.518716798,S1-3
11t,34,85,0,0.664069495,0.497918208,S1-3
11t,34,85,0,0.616383158,0.444232079,S1-3
11t,34,85,0,0.692723238,0.486806945,S1-3
11t,34,85,0,0.723217654,0.470296982,S1-3
11t,34,85,0,0.665049012,0.431250903,S1-3
11t,34,85,0,0.62557277,0.407370858,S1-3
11t,34,85,0,0.650958018,0.419664828,S1-3
11t,34,85,0,0.621359626,0.405199735,S1-3
11t,34,85,0,0.623386693,0.412931103,S1-3
11t,34,85,0,0.67073837,0.454304437,S1-3
11t,34,85,0,0.722249242,0.485600301,S1-3
11t,34,85,0,0.633601233,0.442927556,S1-3
11t,34,85,0,0.629379537,0.448114623,S1-3
11t,34,85,0,0.690037438,0.457626426,S1-3
11t,34,85,0,0.697903982,0.485858602,S1-3
11t,34,85,0,0.691017722,0.47336088,S1-3
11t,34,85,0,0.67316635,0.471999953,S1-3
11t,34,85,0,0.658203107,0.477381769,S1-3
11t,34,85,0,0.706020166,0.492013547,S1-3
11t,34,85,0,0.625427655,0.449238294,S1-3
11t,34,85,0,0.629218627,0.440553086,S1-3
11t,34,85,0,0.676141773,0.471360435,S1-3
11t,34,85,0,0.680313842,0.469370718,S1-3
11t,34,85,0,0.667234288,0.501210582,S1-3
11t,34,85,0,0.430008308,0.283579565,S1-3
11t,34,85,0,0.660177493,0.502781953,S1-3
11t,34,85,0,0.659345613,0.434140164,S1-3
11t,34,85,0,0.697778003,0.534260614,S1-3
11t,34,85,0,0.644744767,0.472725372,S1-3
11t,34,85,0,0.637233743,0.46631279,S1-3
11t,34,85,0,0.649757198,0.483130347,S1-3
11t,34,85,0,0.658558682,0.491417411,S1-3
11t,34,85,0,0.678972599,0.524297883,S1-3
11t,34,85,0,0.703284282,0.571782742,S1-3
11t,34,85,0,0.667369127,0.529817527,S1-3
11t,34,85,0,0.659008136,0.460250372,S1-3
11t,34,85,0,0.62640028,0.460262638,S1-3
11t,34,85,0,0.643082544,0.502051788,S1-3
11t,34,85,0,0.664077559,0.531378184,S1-3
11t,34,85,0,0.67205732,0.51573146,S1-3
11t,34,85,0,0.634756603,0.493401032,S1-3
11t,34,85,0,0.63093727,0.473500202,S1-3
11t,34,85,0,0.685749649,0.487987686,S1-3
11t,34,85,0,0.680888766,0.49469001,S1-3
11t,34,85,0,0.682212581,0.533210591,S1-3
11t,34,85,0,0.680291682,0.438647586,S1-3
